id,area,available_icu_beds_with_ventilator,pincode,district,last_updated_date,total_beds_without_oxygen,available_beds_without_oxygen,total_icu_beds_without_ventilator,total_beds_with_oxygen,hospital_phone,last_updated_time,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,available_beds_with_oxygen,hospital_address,last_updated_on
396,Karimnagar,0,505001,Karimnagar,02/05/2021,2,0,-1,14,9866116030,09:15:28 AM,SPR HOSPITAL,-1,16,3,"Sharma Nagar, Karimnagar, Telangana 505001, India",1619927128000
397,Karimnagar,0,505001,Karimnagar,02/05/2021,2,0,-1,2,9849449530,09:01:37 AM,SREE DEPIKA-KARIMNAGAR,-1,6,2,"Prasanth Nagar Cross Road, near Govt maatha Shishu Hospital, Vavilalapally, Karimnagar, Telangana 505001, India",1619926297000
398,Karimnagar,3,505001,Karimnagar,02/05/2021,4,0,-1,10,9866499739,01:09:31 PM,SRI DWARAKAMAYEE MULTI SPECIALITY HOSPITAL,-1,11,0,"Mancherial Chowrasta Cir, Sharma Nagar, Karimnagar, Telangana 505001, India",1619941171000
399,Karimnagar,4,505001,Karimnagar,02/05/2021,4,4,-1,10,9676964650,11:18:22 AM,SRI KRISHNA HOSPITAL,-1,12,8,"Vavilalapally, Karimnagar, Telangana 505001, India",1619934502000
400,Karimnagar,0,505001,Karimnagar,02/05/2021,2,2,-1,6,9949761701,08:23:54 AM,SRI PADMAVATHI MULTISPECIALITY HOSPITAL,-1,7,4,"D.No: 3-2-122/A, R.B. Plaza Doctor Street, Hospital St, Christian Colony, Karimnagar, Telangana 505001, India",1619924034000
401,Karimnagar,5,505001,Karimnagar,02/05/2021,0,0,-1,25,9949888865,01:44:19 PM,SRI SAI LIFE LINE HOSPITAL,-1,30,6,"#3-1-763, opp. District Court Complex, Vavilalapally, Karimnagar, Telangana 505001, India",1619943259000
402,Karimnagar,5,,Karimnagar,02/05/2021,0,0,-1,0,7731916979,12:05:27 PM,Sri Sai Siri Hospital,-1,10,0,,1619937327000
403,Karimnagar,4,505001,Karimnagar,02/05/2021,0,0,-1,0,8019804355,01:51:30 PM,SRI VIJAYA SAI CRITICAL CARE HOSPITAL,-1,9,0,"Christian Colony, Karimnagar, Telangana 505001, India",1619943690000
404,Karimnagar,0,,Karimnagar,02/05/2021,15,4,-1,17,9900086460,11:25:29 AM,STAR WINGS HOSPITAL,-1,5,2,,1619934929000
405,Karimnagar,8,505001,Karimnagar,02/05/2021,1,0,-1,6,9849402280,11:54:34 AM,STAR WOMEN AND CHILDREN HOSPITAL,-1,8,0,"Railway Station Rd, Saraswathi Nagar, Karimnagar, Telangana 505001, India",1619936674000
406,Karimnagar,0,505001,Karimnagar,02/05/2021,8,0,-1,9,7799260000,01:14:10 PM,SUNRISE HOSPITAL MULTISPECTY AND CRIT CARE CENTER,-1,15,0,"Christian Colony, Karimnagar, Telangana 505001, India",1619941450000
407,Karimnagar,2,505001,Karimnagar,02/05/2021,4,3,-1,6,9177629541,11:09:58 AM,SUNSHINE HOSPITAL,-1,10,1,"Vavilalapally, Karimnagar, Telangana 505001, India",1619933998000
408,Karimnagar,0,505001,Karimnagar,01/05/2021,15,6,-1,10,9052269369,12:43:50 PM,SURABHI MULTI SPECIALITY HOSPITAL,-1,9,3,"Opp: Dr Yakaiah Hospital, Road,, Christian Colony, Ambedkar Nagar, Christian Colony, Karimnagar, Telangana 505001, India",1619853230000
409,Karimnagar,3,505122,Karimnagar,02/05/2021,2,1,-1,0,8250193296,02:40:17 PM,SURAKSHA MULTI SPECIALITY HOSPITAL,-1,10,0,"KONDURI COMPLEX, OPP:, SBI Ln, Shivanagar, Jammikunta, Telangana 505122, India",1619946617000
410,Karimnagar,0,505002,Karimnagar,29/04/2021,20,17,-1,8,9885748777,08:37:51 AM,SURYAN NURISNG HOME,-1,4,2,"Cvrn Road, opposite Mission Hospital, Christian Colony, Karimnagar, Telangana 505002, India",1619665671000
411,Karimnagar,16,505001,Karimnagar,02/05/2021,14,12,-1,20,9642088860,11:30:40 AM,VAARAHI HOSPITAL - KARIMNAGAR,-1,16,7,"CVRN Road, Opposite, CSI Mission Hospital, Christian Colony, Karimnagar, Telangana 505001, India",1619935240000
412,Karimnagar,6,505001,Karimnagar,02/05/2021,6,6,-1,0,--,09:10:30 AM,VASARA MULTI SPECIALITY HOSPITAL,-1,8,0,"7-1-856, Vemulawada Rd, Ramnagar, Karimnagar, Telangana 505001, India",1619926830000
413,Karimnagar,2,505001,Karimnagar,02/05/2021,6,4,-1,2,9866148155,11:26:47 AM,VASUDEVA HOSPITAL,-1,6,0,"535, Hospital St, Christian Colony, Karimnagar, Telangana 505001, India",1619935007000
414,Khammam,4,,Khammam,02/05/2021,14,4,-1,1,--,09:45:38 AM,ANANYA HOSPITAL,-1,10,0,,1619928938000
415,Khammam,7,,Khammam,02/05/2021,6,6,-1,7,--,01:55:32 PM,ANKURA HOSPITAL,-1,12,7,,1619943932000
416,Khammam,0,507001,Khammam,02/05/2021,30,20,-1,30,9948888998,09:03:48 AM,AROGYA MULTISPECIALITY HOSPITAL - KHAMMAM,-1,30,0,"Arogya hospitals circle, 11-2-44, Wyra Rd, Balaji Nagar, Khammam, Telangana 507001, India",1619926428000
417,Khammam,0,507002,Khammam,02/05/2021,5,0,-1,10,7702299522,09:30:55 AM,AYU HOSPITAL - KHAMMAM,-1,5,0,"Wrya - Khammam Rd, Sri Nagar Colony, Khammam, Telangana 507002, India",1619928055000
418,Khammam,2,507001,Khammam,02/05/2021,5,3,-1,4,9121535979,07:47:45 AM,"BREATHE CHEST AND GENERAL HOSPITAL, KHAMMAM",-1,11,1,"maddi yellareddy complex, mayuri center, above g.p reddy sweets shop, Mayuri Center, Mamillagudaem, Khammam, Telangana 507001, India",1619921865000
419,Khammam,1,507001,Khammam,02/05/2021,7,1,-1,7,9908130332,11:45:17 AM,"BRINDA HOSPTILS , KHAMMAM",-1,7,1,"Bhakta Ramadas Kala Kshetram, Lenin Nagar, Balaji Nagar, Khammam, Telangana 507001, India",1619936117000
420,Khammam,5,,Khammam,02/05/2021,25,12,-1,15,--,12:07:34 PM,CURE EMERGENCY HOSPITAL,-1,10,13,,1619937454000
421,Khammam,4,,Khammam,02/05/2021,6,6,-1,6,--,11:50:35 AM,GANESH CHEST CLINIC,-1,8,4,,1619936435000
422,Khammam,1,507203,Khammam,02/05/2021,2,0,-1,4,9704284512,11:06:09 AM,HI CARE HOSPITAL MADHIRA,-1,4,0,"RAYAPATI COMPLEX OPP.CONGRESS OFFICE ,STATION, ROAD, Madhira, Telangana 507203, India",1619933769000
423,Khammam,14,,Khammam,02/05/2021,5,0,-1,10,9849771528,10:05:15 AM,JANANI CHILDREN HOSPITAL ,-1,14,0,,1619930115000
424,Khammam,3,,Khammam,02/05/2021,5,3,-1,0,9849591751,09:58:30 AM,KANNEKANTI EMERGENCY HOSPITAL ,-1,7,0,,1619929710000
425,Khammam,0,507001,Khammam,02/05/2021,10,0,-1,3,7569555137,07:38:39 AM,KOPPU CHEST HOSPITAL  KHAMMAM,-1,3,0,"11-4-7, Wyra Rd, beside sbi, VDO's Colony, Khammam, Telangana 507001, India",1619921319000
426,Khammam,4,507002,Khammam,02/05/2021,80,64,-1,55,9866181161,08:38:28 AM,MAMATA MEDICAL COLLEGE - KHAMMAM,-1,12,7,"# 4-2-161, Opp.: Rotary Nagar, Mamata Medical College Rd, Police Housing Colony, Netaji Nagar, Raheem bagh, Khammam, Telangana 507002, India",1619924908000
427,Khammam,2,,Khammam,02/05/2021,6,3,-1,4,7799767734,11:44:43 AM,MARWELL HOSPITAL ,-1,10,1,,1619936083000
428,Khammam,5,,Khammam,02/05/2021,8,8,-1,4,9603489770,07:17:52 AM,MEDHA HOSPITAL ,-1,8,4,,1619920072000
429,Khammam,8,507001,Khammam,02/05/2021,4,4,-1,4,9440294480,03:53:31 AM,MEGHANA HOSPITAL - KHAMMAM,-1,8,3,"Balaji Nagar, Khammam, Telangana 507001, India",1619907811000
430,Khammam,5,507002,Khammam,02/05/2021,10,0,-1,20,8008007716,12:54:54 AM,NEW LIFE EMERGENCY AND MULTISPECIALITY HOSPITAL,-1,14,8,"7/5, 507002, 11-5-7/5, Wyra Rd, Ramachandra Nagar Colony, VDO's Colony, Khammam, Telangana 507002, India",1619897094000
431,Khammam,18,507001,Khammam,26/04/2021,18,18,-1,14,9966426425,03:25:53 AM,NOVA CARE HOSPITAL - KHAMMAM,-1,18,14,"Nizampet, Khammam, Telangana 507001, India",1619387753000
432,Khammam,9,,Khammam,02/05/2021,3,3,-1,7,9866000021,10:48:12 AM,ORANGE HOSPITAL ,-1,10,7,,1619932692000
433,Khammam,1,,Khammam,02/05/2021,5,1,-1,3,--,11:16:17 AM,PRANEEL MULTI SPECIALITY HOSPITAL ,-1,7,0,,1619934377000
434,Khammam,0,507001,Khammam,02/05/2021,10,0,-1,7,9705835301,08:01:16 AM,PRASANTHI HOSPITAL - KHAMMAM,-1,3,0,"Nehru Nagar, Khammam, Telangana 507001, India",1619922676000
435,Warangal Urban,1,506001,Warangal Urban,02/05/2021,2,1,-1,4,--,05:24:08 AM,PULSE HOSPITAL,-1,4,0,"178, 6-8-178, Vijaya Theater Road, Kakaji Colony, Gandhi Nagar, Kakaji Nagar Colony, Hanamkonda, Telangana 506001, India",1619913248000
436,Khammam,6,,Khammam,02/05/2021,2,2,-1,3,--,07:33:27 AM,SAHASRA MULTI SPECIALTY  HOSPITAL,-1,6,3,,1619921007000
437,Khammam,7,,Khammam,02/05/2021,5,0,-1,5,--,01:24:56 PM,SAI RAM GASTRO & LIVER HOSPITAL,-1,9,0,,1619942096000
438,Khammam,4,507165,Khammam,02/05/2021,4,0,-1,12,9885579123,11:18:59 AM,"SAKETH  KRISHNA HOSPITAL , WYRA",-1,4,6,"Leela Sundaraiah Nagar, Wyra, Telangana 507165, India",1619934539000
439,Khammam,5,507002,Khammam,02/05/2021,15,6,-1,5,7659864934,07:03:26 AM,SAMATHA HOSPITAL - MADHIRA,-1,5,3,"5-1-480, Wyra Rd, Kaviraj Nagar, Khammam, Telangana 507002, India",1619919206000
440,Khammam,0,507002,Khammam,02/05/2021,20,10,-1,40,9003584209,02:27:12 PM,SANKALPA CSTAR HOSPITAL - KHAMMAM,-1,10,10,"Wyra Rd, Nehru Nagar, Khammam, Telangana 507002, India",1619945832000
441,Khammam,2,,Khammam,02/05/2021,3,0,-1,7,9959430003,08:22:29 AM,SEELAM HOSPITAL - KHAMMAM,-1,8,0,,1619923949000
442,Khammam,2,507001,Khammam,02/05/2021,5,1,-1,5,9154491522,10:25:21 AM,SPANDANA HOSPITAL - KHAMMAM,-1,11,0,"B K Bazar Colony, Nizampet, Khammam, Telangana 507001, India",1619931321000
443,Khammam,12,507001,Khammam,02/05/2021,18,14,-1,20,7702050946,10:33:45 AM,SPARSHA NEURO EMARGENCY HOSPITAL KHAMMAM,-1,12,10,"Wyra Rd, Nizampet, Khammam, Telangana 507001, India",1619931825000
444,Khammam,0,507002,Khammam,02/05/2021,16,1,-1,11,9848417867,05:28:12 AM,"SRI ABHAYA HOSPITALS MULTISPECIALITY EMERGENCY AND CRITICAL CARE ,KHAMMAM",-1,5,6,"Wyra Rd, Varadiah Nagar, Kaviraj Nagar, Khammam, Telangana 507002, India",1619913492000
445,Khammam,3,507001,Khammam,02/05/2021,16,4,-1,15,9866926022,01:27:14 PM,SRI BALAJI ASIAN HOSPITAL - KHAMMAM,-1,9,0,"Wyra Rd, Nizampet, Khammam, Telangana 507001, India",1619942234000
446,Khammam,5,507001,Khammam,02/05/2021,3,1,-1,4,9700335751,12:03:14 PM,"SRI BALAJI CHEST AND DIABETES HOSPITAL ,KHAMMAM",-1,13,0,"44, 11-2-44, Wyra Rd, Balaji Nagar, Khammam, Telangana 507001, India",1619937194000
447,Khammam,1,,Khammam,02/05/2021,5,5,-1,6,9246947888,07:36:55 AM,SRI BHAVANI HOSPITAL ,-1,9,2,,1619921215000
448,Khammam,4,507001,Khammam,02/05/2021,5,1,-1,10,9912499164,08:17:38 AM,"SRI KRISHNA HOSPITAL , KHAMMAM",-1,7,4,"Boppana plaza , kanaka durga gudi, bustand nunchi cure hospital road lo, NST Rd, Balaji Nagar, Khammam, Telangana 507001, India",1619923658000
449,Khammam,4,,Khammam,02/05/2021,0,0,-1,7,--,09:35:13 AM,SRI LAKSHMI MADHAVA HOSPITAL,-1,4,7,,1619928313000
450,Warangal Urban,4,506001,Warangal Urban,02/05/2021,0,0,-1,7,--,09:14:15 AM,SRINIVASA HOSPITAL,-1,15,7,"Near Julaiwada Jenda Subedari Hanamkonda, Revenue Colony, Subedari, Warangal, Telangana 506001, India",1619927055000
451,Khammam,4,,Khammam,02/05/2021,2,0,-1,2,--,08:24:00 AM,SRI RAKSHA HOSPITAL,-1,8,0,,1619924040000
452,Khammam,6,507001,Khammam,02/05/2021,0,0,-1,19,9966266645,08:24:45 AM,SRIRAM KIDNEY & INFERTILITY CENTRE HOSPITAL - KHAMMAM,-1,6,19,"Balaji Nagar, Khammam, Telangana 507001, India",1619924085000
453,Khammam,4,507001,Khammam,02/05/2021,10,0,-1,8,9849999792,08:59:18 AM,SRI SAI MARUTHI GENERAL HOSPITAL KHAMMAM,-1,4,1,"Nizampet, Khammam, Telangana 507001, India",1619926158000
454,Khammam,10,,Khammam,02/05/2021,10,10,-1,10,9666988998,11:42:20 AM,SRI VINAYAKA SUPER SPECIALITY HOSPITAL ,-1,10,10,,1619935940000
455,Khammam,4,,Khammam,02/05/2021,6,1,-1,8,--,01:59:04 PM,SUJATHA HOSPITAL & DIALYSIS CENTRE,-1,8,8,,1619944144000
456,Khammam,4,507001,Khammam,02/05/2021,26,8,-1,12,9966436426,07:35:34 AM,SURAKSHA HOSPITAL,-1,14,0,"beside joy alukas showroom, B K Bazar Colony, Nizampet, Khammam, Telangana 507001, India",1619921134000
457,Khammam,8,507001,Khammam,02/05/2021,10,5,-1,3,6281388276,11:00:15 AM,"SWATHI HOSPITAL , KHAMMAM",-1,12,0,"Unnamed Road, Nizampet, Khammam, Telangana 507001, India",1619933415000
458,Khammam,6,507001,Khammam,02/05/2021,15,6,-1,6,9154491522,12:07:12 PM,TEJASWI HOSPITAL - KHAMMAM,-1,6,3,"Tejaswi Hospitals,, Wyra Rd, Balaji Nagar, Khammam, Telangana 507001, India",1619937432000
459,Khammam,2,507001,Khammam,02/05/2021,10,10,-1,0,9010592739,07:53:43 AM,TELANGANA HOSPITAL - KHAMMAM,-1,10,0,"Balaji Nagar, Khammam, Telangana 507001, India",1619922223000
460,Khammam,4,507001,Khammam,02/05/2021,10,10,-1,28,9848454145,12:57:06 PM,"USHODAYA HOSPITALS , KHAMMAM",-1,12,15,"8-2-157, Wyra Road opp. sbi, beside Old LIC Building, Nizampet, Khammam, Telangana 507001, India",1619940426000
461,Khammam,6,507001,Khammam,02/05/2021,12,4,-1,12,9208108108,08:09:58 AM,"VISHWAS MULTISPECIALITY HOSPITAL, KHAMMAM",-1,10,7,"Railway Over Bridge Wyra Rd, Mayuri Center, Mamillagudaem, Khammam, Telangana 507001, India",1619923198000
462,Komaram Bheem,0,500008,Komaram Bheem,02/05/2021,18,18,-1,2,9440010586,08:58:40 AM,ADITHYA NURSING HOME ,-1,0,2,"AP Animal Husbandry Employees Colony, Shaikpet, Hyderabad, Telangana 500008, India",1619926120000
463,Komaram Bheem,10,500003,Komaram Bheem,02/05/2021,38,32,-1,2,9908508520,12:01:56 PM,KIMS HOSPITAL,-1,10,0,"1-8-31/1, Minister Road, Krishna Nagar Colony, Begumpet, Krishna Nagar Colony, Ramgopalpet, Secunderabad, Telangana 500003, India",1619937116000
464,Komaram Bheem,0,504296,Komaram Bheem,01/05/2021,11,11,-1,0,8328429208,09:12:16 PM,LAXMI CARE HOSPITAL,-1,0,0,"Chawda Complex, Industrial Area, Sirpur - Kagaznagar Rd, Kagaznagar (M), Telangana 504296, India",1619883736000
465,Komaram Bheem,0,,Komaram Bheem,02/05/2021,1,1,-1,0,9912204006,12:04:45 PM,NAZRZTH MISSION HOSPITAL,-1,0,0,,1619937285000
466,Komaram Bheem,0,500032,Komaram Bheem,02/05/2021,4,4,-1,2,8886948611,08:56:23 AM,NEW CARE HOSPITAL,-1,0,2,"CARE HOSPITALS, Old Mumbai Hwy, near Cyberabad Police Commissionerate, Diamond Hills, Lumbini Avenue, HITEC City, Hyderabad, Telangana 500032, India",1619925983000
467,Komaram Bheem,0,504296,Komaram Bheem,02/05/2021,10,4,-1,10,7989318904,11:56:50 AM,PRAJA LIFE CARE HOSPITAL,-1,1,0,"Kagaznagar (M), Telangana 504296, India",1619936810000
468,Komaram Bheem,0,504293,Komaram Bheem,02/05/2021,2,2,-1,0,7386461701,12:06:15 PM,SRINIVASA CLINIC,-1,0,0,"Asifabad (CT), Telangana 504293, India",1619937375000
469,Komaram Bheem,0,505172,Komaram Bheem,02/05/2021,10,10,-1,2,9849640656,11:55:40 AM,VIJAYA HOSPITAL ,-1,0,2,"H.No.2-1-120, Near New, Bus Stand, Peddapalli, Telangana 505172, India",1619936740000
470,Komaram Bheem,4,504296,Komaram Bheem,02/05/2021,2,2,-1,2,7013599871,12:18:38 PM,VIJETHA HOSPITAL,-1,4,2,"R.P Rd, Kagaznagar (M), Telangana 504296, India",1619938118000
471,Mahabubabad,0,506101,Mahabubabad,02/05/2021,5,0,-1,5,9842638209,02:35:39 PM,AKSHAYA HOSPITAL-MAHABUBABAD,-1,2,0,"MRO Office Rd, OPP:MASJID, Mahabubabad, Telangana 506101, India",1619946339000
472,Mahabubabad,13,506101,Mahabubabad,29/04/2021,20,20,-1,23,9676333833,09:34:24 AM,SAI MULTISPECIALITY HOSPITAL BESIDE BUSTAND,-1,14,3,"4-2-88, Marwadi Bazar Rd, Mahabubabad, Telangana 506101, India",1619669064000
473,Mahabubnagar,0,,Mahabubnagar,02/05/2021,10,7,-1,4,--,01:38:23 PM,AGUR PRIME HOSPITAL,-1,4,0,,1619942903000
474,Mahabubnagar,0,509001,Mahabubnagar,02/05/2021,4,4,-1,0,9848421172,11:59:30 AM,ANILS SURGICARE HOSPITAL,-1,0,0,"Mahbubnagar, Rajendra Nagar, Mahbubnagar, Telangana 509001, India",1619936970000
475,Mahabubnagar,2,,Mahabubnagar,02/05/2021,0,0,-1,3,--,12:02:47 PM,CSR CHILDRENS HOSPITAL,-1,2,1,,1619937167000
476,Mahabubnagar,16,509001,Mahabubnagar,02/05/2021,0,0,-1,20,9966431276,12:55:00 PM,"MALLIKA HOSPITAL SUPER SPECIALITY CENTRE-RAJENDRA NAGAR,MBNR",-1,21,4,"Rajendra Nagar, Mahbubnagar, Telangana 509001, India",1619940300000
477,Mahabubnagar,2,509001,Mahabubnagar,01/05/2021,30,5,-1,12,9346926084,04:37:50 PM,NAVODAYA INSTITUTE OF MEDICAL SCIENCE - MAHBUBNAGAR,-1,46,0,"Kidwaipet, Mahbubnagar, Telangana 509001, India",1619867270000
478,Mahabubnagar,3,509001,Mahabubnagar,02/05/2021,36,33,-1,4,7013496425,09:21:49 AM,NEHA SUNSHINE HOSPITAL - MAHABUBNAGAR,-1,10,1,"opp. Maruti Showroom, Mettuguda, Mahbubnagar, Telangana 509001, India",1619927509000
479,Mahabubnagar,0,509001,Mahabubnagar,02/05/2021,0,0,-1,54,9738279000,12:01:50 PM,PANCHAVATI-MAHABUBNAGAR,-1,26,1,"SH-18, Mahabub Nagar Mahabub Nagar, New Town, Mahbubnagar, Telangana 509001, India",1619937110000
480,Mahabubnagar,11,,Mahabubnagar,01/05/2021,0,0,-1,0,9399996623,12:25:14 PM,SRI KRISHNA SUPER SPECIALITY HOSPITAL,-1,14,0,,1619852114000
481,Mahabubnagar,1,,Mahabubnagar,01/05/2021,15,15,-1,15,--,01:34:31 PM,SRI MEENAKSHI HOSPITAL,-1,4,10,,1619856271000
482,Mahabubnagar,12,509001,Mahabubnagar,01/05/2021,10,6,-1,12,9866457501,10:12:41 PM,SUSHRUTHA PEOPLE HOSPITAL - MAHABUBNAGAR,-1,12,0,"New Town, Mahbubnagar, Telangana 509001, India",1619887361000
483,Mahabubnagar,44,509001,Mahabubnagar,02/05/2021,100,86,-1,200,7659066270,10:08:25 AM,"SVS MEDICAL COLLEGE - YENUGONDA, MAHBUBNAGAR",-1,50,152,"Yenugonda, Telangana 509001, India",1619930305000
484,Mahabubnagar,15,,Mahabubnagar,01/05/2021,50,50,-1,30,9705007676,02:20:22 PM,VAMSHI CBCC- JADCCHERLA,-1,20,25,,1619859022000
485,Mahabubnagar,2,509001,Mahabubnagar,01/05/2021,9,0,-1,10,8074182963,12:06:44 PM,VEEKSHA HOSPITAL - MAHBUBNAGAR,-1,11,5,"10-6-41/2, Srinivasa Colony, Mahbubnagar, Telangana 509001, India",1619851004000
486,Mancherial,2,504208,Mancherial,29/04/2021,0,0,-1,3,9866669432,09:26:13 AM,ABHAYA KIDNEY ANDMULTISPECIALTY HOSPITAL ,-1,12,3,"Indra Nagar, Janmabhoomi Nagar, Mancherial, Telangana 504208, India",1619668573000
487,Mancherial,2,504302,Mancherial,28/04/2021,13,13,-1,8,9553953374,09:21:31 AM,AMRUTHA HOSPITAL  ,-1,9,5,"Naspur, Telangana 504302, India",1619581891000
488,Mancherial,1,504208,Mancherial,25/04/2021,14,8,-1,5,9849535143,08:11:20 PM,"ARYAN HOSPITAL , ISLAMPUR, BELLAMPALLY CHOWRASTHA MANCHERIAL  ",-1,9,0,"Islampura, Mancherial, Telangana 504208, India",1619361680000
489,Mancherial,0,504208,Mancherial,29/04/2021,0,0,-1,0,9489317667,04:38:17 AM,CHANDRA HOSPITALS,-1,15,0,"Indra Nagar, Janmabhoomi Nagar, Mancherial, Telangana 504208, India",1619651297000
490,Mancherial,8,504208,Mancherial,24/04/2021,0,0,-1,0,9347610162,12:14:01 PM,"HEALTH CARE HOSPITAL, MANCHERIAL",-1,14,0,"32, Mancherial - Chandrapur - Nagpur Rd, Indra Nagar, Iqbal Ahmed Nagar, Mancherial, Telangana 504208, India",1619246641000
491,Mancherial,7,504208,Mancherial,28/04/2021,4,4,-1,6,8686863667,09:19:29 AM,"JAI SAI  HOSPITAL , BELLAMPALLY CHOWRASTA , MANCHERIAL ",-1,7,6,"Beside Andhra Bank, Bellampally Chowrasta, Indra Nagar, Mancherial, Telangana 504208, India",1619581769000
492,Mancherial,8,504208,Mancherial,29/04/2021,0,0,-1,0,9110346771,08:59:13 AM,MAYURI HOSPITAL,-1,20,0,"Bellampalli Chowrastha, 12-493, Mancherial Rd, Indra Nagar, Iqbal Ahmed Nagar, Mancherial, Telangana 504208, India",1619666953000
493,Mancherial,0,504208,Mancherial,02/05/2021,12,0,-1,4,9949940888,01:29:53 AM,MEDILIFE MULTI SPECIALITY HOSPITAL ,-1,9,0,"Bellampally Cross Road, beside IDBI Bank, Mancherial, Telangana 504208, India",1619899193000
494,Mancherial,4,504208,Mancherial,28/04/2021,0,0,-1,6,9849114878,05:42:39 PM,MUKESH HOSPITALS ,-1,5,6,"Islampura, Mancherial, Telangana 504208, India",1619611959000
495,Mancherial,6,504208,Mancherial,28/04/2021,0,0,-1,10,9493969345,09:11:03 PM,OM SAI MULTISPECIALITY HOSPITAL,-1,18,4,"Opp. Bus Stand, Indra Nagar, Mancherial, Telangana 504208, India",1619624463000
496,Mancherial,2,504208,Mancherial,29/04/2021,3,0,-1,3,9440769353,10:04:01 AM,PULSE CRITICAL CARE HOSPITAL ,-1,4,0,"504208/9, Mancherial, Telangana 504208, India",1619670841000
497,Mancherial,5,504208,Mancherial,19/04/2021,6,6,-1,0,9966247347,04:47:50 PM,SANJEEVANI  HOSPITAL ,-1,5,0,"Highway Main Rd, SH1, opp. to Government Hospital, Mancherial, Telangana 504208, India",1618831070000
498,Mancherial,13,504208,Mancherial,29/04/2021,9,5,-1,5,9550415582,08:07:39 AM,"SRI AGASTYA INSTITUTE OF MEDICAL SCIENCE ( AIMS HOSPITAL), ",-1,15,2,"Indra Nagar, Janmabhoomi Nagar, Mancherial, Telangana 504208, India",1619663859000
499,Mancherial,2,504208,Mancherial,02/05/2021,10,0,-1,10,9550251255,01:15:52 PM,SRI GANESH HOSPITAL - MANCHERIAL,-1,12,1,"4-120/3-1, Indra Nagar, Janmabhoomi Nagar, Mancherial, Telangana 504208, India",1619941552000
500,Mancherial,8,,Mancherial,01/05/2021,0,0,-1,10,9849273774,02:05:55 PM,"Sri Krishna Hospital,Mancherial",-1,8,10,,1619858155000
501,Mancherial,1,504208,Mancherial,25/04/2021,5,4,-1,4,9908595420,12:46:57 PM,SRI MITHRA MULTISPECIALITY  HOSPITAL ,-1,4,1,"12-592, islampura, bellampally, huma public school chowrastha, Islampura, Mancherial, Telangana 504208, India",1619335017000
502,Mancherial,6,504208,Mancherial,26/04/2021,4,4,-1,3,9849633643,08:59:07 PM,SRINIDHI HOSPITAL,-1,6,3,"18-648, Near IB chowrasta, Beside cont:9393340433, 08736259044, India, Mukharam Plaza, Ram nagar, Mancherial, Telangana 504208, India",1619450947000
503,Mancherial,2,504208,Mancherial,02/05/2021,0,0,-1,10,9618736838,08:26:57 AM,SRI RAKSHA HOSPITAL - MANCHERIAL,-1,10,8,"Near Karur Vaisya Bank, Indra Nagar, Janmabhoomi Nagar, Mancherial, Telangana 504208, India",1619924217000
504,Mancherial,10,504208,Mancherial,02/05/2021,0,0,-1,13,9505697919,12:31:04 PM,SRI SAI LIFELINE HOSPITAL - MANCHERIAL,-1,17,12,"Station Road, Bellampally, CHOWRASTA, near by Raghav Rao Hospital, Indra Nagar, Janmabhoomi Nagar, Mancherial, Telangana 504208, India",1619938864000
505,Mancherial,9,,Mancherial,01/05/2021,0,0,-1,5,6302875970,04:26:20 PM,Surakasha Hospital,-1,10,4,,1619866580000
506,Medak,0,502313,Medak,28/04/2021,18,18,-1,2,9951940002,04:09:52 PM,AMMA NURSING HOME,-1,0,2,"3, 47/2, Narsapur, Telangana 502313, India",1619606392000
507,Medak,0,502110,Medak,28/04/2021,10,10,-1,4,9618423442,04:10:06 PM,ANNAPURNA NURSING HOME,-1,0,4,"MG Rd, Pagidimari, Medak U, Telangana 502110, India",1619606406000
508,Medak,0,502110,Medak,28/04/2021,8,8,-1,2,9908255590,04:00:44 PM,ANURADHA NURSING HOME,-1,0,2,"Rd Number 3, Vasavi Nagar colony, Medak U, Telangana 502110, India",1619605844000
509,Medak,0,502103,Medak,28/04/2021,18,18,-1,2,9848945338,04:06:40 PM,BALAJI NURSING HOME RAMAYAMPET,-1,0,2,"Medak Rd, near Raithu Bazaar, Shivaji Nagar, Siddipet, Telangana 502103, India",1619606200000
510,Medak,0,502110,Medak,28/04/2021,5,5,-1,6,9989098177,04:00:57 PM,BEST HOSPITAL,-1,0,6,"Medak - Chegunta Rd, near Welcome board, Gangineni, Medak U, Telangana 502110, India",1619605857000
511,Medak,0,502313,Medak,28/04/2021,3,3,-1,2,9440022010,04:11:18 PM,BHARGAVI NURSING HOME,-1,0,2,"Narsapur, Telangana 502313, India",1619606478000
512,Medak,0,502313,Medak,28/04/2021,20,20,-1,0,9440049586,04:10:41 PM,DANGORIA CHARITABLE TURST,-1,0,0,"Narsapur, Telangana 502313, India",1619606441000
513,Medak,0,502255,Medak,28/04/2021,7,7,-1,0,7989633131,04:08:37 PM,GANESH HOSPITAL,-1,0,0,"5-87, MAIN ROAD, Chegunta, Telangana 502255, India",1619606317000
514,Medak,0,502334,Medak,28/04/2021,8,8,-1,2,9052029289,04:08:13 PM,GEETHA  NNURSING HOME,-1,0,2,"Tupran, Telangana 502334, India",1619606293000
515,Medak,0,502110,Medak,28/04/2021,3,3,-1,2,9000073884,04:01:12 PM,HELP HOSPITAL,-1,0,2,"MG Rd, Pagidimari, Medak U, Telangana 502110, India",1619605872000
