id,area,available_icu_beds_with_ventilator,pincode,district,hospital_poc_phone,total_beds_without_oxygen,available_beds_without_oxygen,hospital_poc_name,total_icu_beds_without_ventilator,total_beds_with_oxygen,hospital_phone,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,available_beds_with_oxygen,hospital_address,last_updated_on,hospital_category
345,Gwalior,-1,474002,Gwalior,9229125550,70,60,DR MANJEET BHALLA,0,0,084484 40991,SOFIA HOSPITAL GWALIOR,0,-1,0,"18, Road Kila Gate Road, near Sai Baba Mandir, Vikas Nagar, Dwarkapuri, Lashkar, Gwalior, Madhya Pradesh 474002, India",1619923123000,Government
346,Gwalior,-1,474011,Gwalior,7987736792,6,1,Dr chitranshi,12,4,"7987736792, 7987736792",AROGYAM THE MEDICITY HOSPITAL,1,-1,0,"Thatipur chauraha, behind pnb, vidya vihar, Chambal Colony, Thatipur, Gwalior, Madhya Pradesh 474011, India",1619933047000,Private
347,Gwalior,-1,474002,Gwalior,7000269949,0,0,SATISH DHAKAD,7,19,044 2555 9997,K M HOSPITAL GWALIOR,4,-1,1,"Basant Vihar Colony, Lashkar, Gwalior, Madhya Pradesh 474002, India",1619927019000,Private
348,Gwalior,-1,,Gwalior,8109440347,100,90,DR PREETI PARASAR,0,0,", ",LNIPE COVID CARE CENTRE,0,-1,0,,1619945972000,Government
349,Gwalior,-1,474004,Gwalior,7770858190,20,6,Dr Devendra Arya,10,10,"7770858190, 7770858190",NARAYAN HOSPITAL,0,-1,1,"Gayatri Nagar, Gwalior, Madhya Pradesh 474004, India",1619926636000,Private
350,Gwalior,-1,474002,Gwalior,9229299688,0,0,DR DEVENDRA GUPTA,7,0,0751 404 3669,ALOK NURSING HOME GWALIOR,0,-1,0,"Shop No 9, AG Office Rd, Sarswati Nagar, Raghavendra Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474002, India",1619929636000,Private
351,Gwalior,-1,474012,Gwalior,9755367326,10,6,MAHENDRA SINGH,7,7,", ",PRATAP HOSPITAL,3,-1,0,"Shabd Pratap Hospital, Shabd Pratap Ashram-1, Fort Road, Pragati Nagar, Gwalior, Madhya Pradesh 474012, India",1619928948000,Private
352,Gwalior,-1,474006,Gwalior,7354005008,25,8,dr Bhoopendra singh,15,35,0751 400 6700,Kalyan memorial and kdj HOSPITAL MORAR,0,-1,0,"Mall Rd, Baradari Chauraha, Chik Santar, Sardar Bazar, Morar, Gwalior, Madhya Pradesh 474006, India",1619925390000,Private
353,Gwalior,-1,474008,Gwalior,9827519047,0,0,DR VIJAY UCHCHDIYA,0,5,", ",SALASAR HOSPITAL GWALIOR,0,-1,1,"Unnamed Road, Sadashiv Nagar, Vinay Nagar, Gwalior, Madhya Pradesh 474008, India",1619922804000,Private
354,Gwalior,-1,,Gwalior,9302352198,7,3,DR PRADEEP SHARMA,0,7,", ",THATIPUR COVID CENTRE GWALIOR,0,-1,5,,1619927215000,Government
355,Gwalior,-1,474009,Gwalior,7748979179,5,1,DR DEEPANKAR LAHARIYA,0,10,", ",BALAJI HOSPITAL GWALIOR,0,-1,0,"Lalitpur Colony, Lashkar, Gwalior, Madhya Pradesh 474009, India",1619924274000,Private
356,Gwalior,-1,474002,Gwalior,8839212609,26,17,DR NEELESH SHARMA,0,10,"8839212609, 8839212609",Aayurbedik Hospital Gwalior,0,-1,1,"City Center, Raksha Vihar, Lashkar, Gwalior, Madhya Pradesh 474002, India",1619926875000,Government
357,Gwalior,-1,475330,Gwalior,9424561369,38,35,DR KAMLESH MALVIYA,10,2,", ",SR MEMORIAL HOSPITAL GWALIOR,6,-1,2,"Maa Viashno devi Parishar Near Gupteshwar Temple Tighra Road Gwaliorग्वालियर वेस्ट, Gwalior West, Madhya Pradesh 475330, India",1619927472000,Private
358,Gwalior,-1,474009,Gwalior,9179329121,0,0,DR MANISH GUPTA,6,17,0751 243 3707,JANAK HOSPITAL GWALIOR,0,-1,0,"Jinsi Marg Number 3, Near, Roxy Pul, Nimbalkar Ki Goth No.2, Kampoo, Gwalior, Madhya Pradesh 474009, India",1619926436000,Private
359,Gwalior,-1,474012,Gwalior,9300999777,6,0,DR SANJAY SAXENA,6,8,0751 406 0295,SMT RAMA DEVI SMARUTI NURSING HOME GWALIOR,4,-1,4,"AB Rd, opposite Bahodapur, Gargaj Colony, Bahodapur, Police Station, Gwalior, Madhya Pradesh 474012, India",1619928932000,Private
360,Gwalior,-1,474001,Gwalior,9685991529,15,11,DR MINAKSHI SHARMA,17,18,0751 404 8499,PRIME HOSPITAL GWALIOR,0,-1,3,"Plot No C2, C3, Near, New Collectorate Rd, City Center, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474001, India",1619927539000,Private
361,Gwalior,-1,474009,Gwalior,7089098888,10,4,DR GAURAV BHATNAGAR,0,10,", ",DANDARUA DHAM MULTISPECIALITY HOSPITAL,0,-1,4,"A B Road infornt of Mehndi wale sayyad gol pahadhiya, Loha Mandi, Lashkar, Gwalior, Madhya Pradesh 474009, India",1619927543000,Private
362,Gwalior,-1,474010,Gwalior,9827375852,0,0,Dr K R Mahor,10,10,0751 492 3191,Life Care Hospital Gwalior,0,-1,0,"Reliance Tower, Ramtapura, Tyagi Nagar, Thatipur, Gwalior, Madhya Pradesh 474010, India",1619926480000,Private
363,Gwalior,-1,474008,Gwalior,7000170842,6,0,DR ANIL BHAVTI,5,4,"7000170842, 7000170842",AMUKTA HOSPITAL GWALIOR,1,-1,2,"Bahodapur, Bohdapur, Gwalior, Madhya Pradesh 474008, India",1619927043000,Private
364,Gwalior,-1,474009,Gwalior,7773008103,0,0,DR DEEPANKAR LAHARIYA,7,10,0751 246 0742,SHUBHAM HOSPITAL GWALIOR,0,-1,4,"Opp Prem Motors, Basant Vihar Colony, Lashkar, Gwalior, Madhya Pradesh 474009, India",1619935927000,Private
365,Gwalior,-1,474004,Gwalior,8889437489,12,0,BRAJESH RAJPUT,7,11,"8889437489, 8889437489",BRAHMANI HOSPITAL GWALIOR,0,-1,0,"Shivnagar, Ajay Colony, Gadhaipura, Gwalior, Madhya Pradesh 474004, India",1619923722000,Private
366,Gwalior,-1,474008,Gwalior,8269640505,5,1,DR AMIT KATARE,8,6,", ",KMJ ANSH HOSPITAL GWALIOR,4,-1,2,"Bahodapur, Bohdapur, Gwalior, Madhya Pradesh 474008, India",1619928344000,Private
367,Gwalior,-1,474001,Gwalior,8461881201,10,1,DR D S PARIHAR,8,2,092022 27645,MUSKAN MULTISPECIALITY HOSPITAL GWALIOR,1,-1,0,"Anand Metro Mart, Hujrat Pull Chauraha, Near Roxy Pull, Jinsi Rd Number 3, Roxy Pul, Chitnis Ki Goth, Lohiya Bazaar, Gwalior, Madhya Pradesh 474001, India",1619921975000,Private
368,Gwalior,-1,474002,Gwalior,8602444091,20,20,DR AMIT NIGAM,9,21,0751 355 6342,KAYA HOSPITAL GWALIOR,5,-1,13,"PIN :, 30/15, Mela Rd, Kesar Bagh, LNUPE Campus, Kampoo, Gwalior, Madhya Pradesh 474002, India",1619930310000,Private
369,Gwalior,-1,474006,Gwalior,9425122821,4,0,BHOOPENDRA SHRIVASTAV,4,2,"9425122821, 9425122821",SK MEMORIAL MULTISPECIALITY HOSPITAL GWALIOR,1,-1,1,"Unnamed Road, Arya Nagar, Morar, Gwalior, Madhya Pradesh 474006, India",1619930808000,Private
370,Gwalior,-1,475001,Gwalior,7985966686,80,78,DR NIDHI SENGAR,0,20,"9589545930, 9479592142",ITM Hospital,0,-1,15,"Gwalior, Madhya Pradesh 475001, India",1619928223000,Government
371,Gwalior,-1,474006,Gwalior,9425110905,0,0,DR SANJEEV GUPTA,0,5,", ",GUPTA NURSING AND METERNITY HOME GWALIOR,0,-1,0,"near Gupta nursing home, Nagar Nigam Colony, Morar, Gwalior, Madhya Pradesh 474006, India",1619922897000,Private
372,Gwalior,-1,474002,Gwalior,9425778601,0,0,Dr Ripudaman,8,12,"9425778601, 9425778601",KUSHAL HOSPITAL,0,-1,0,"110, 474003, Kanti Nagar, Durgapuri, Gwalior, Madhya Pradesh 474002, India",1619896504000,Private
373,Gwalior,-1,474001,Gwalior,9425186701,0,0,Dr. O. P. Jatav,195,350,0751 492 6600,"GMC-Gwalior - DCHJAH Super Specialty Hospital,",9,-1,44,"Kampoo Rd, Idgah, Lashkar, Gwalior, Madhya Pradesh 474001, India",1619925200000,Government
374,Gwalior,-1,474009,Gwalior,9009540022,0,0,DR. HITKISHOR SINGH,30,10,088716 28250,VAIDANSH MULTI SPECAILITY HOSPITAL,0,-1,4,"14, Hospital Rd, near Chandak Hospital, Lalitpur Colony, Lashkar, Gwalior, Madhya Pradesh 474009, India",1619927044000,Private
375,Gwalior,-1,474001,Gwalior,9479808880,0,0,DR RAJEEV SAGARIYA,5,10,"9479808880, 9479808880",SIDDHANT HOSPITAL GWALIOR,1,-1,1,"Naka Chandra Wadani, Lashkar, Gwalior, Madhya Pradesh 474001, India",1619923633000,Private
376,Gwalior,-1,474002,Gwalior,7000203889,20,20,DR SANTOSH SINGHAL,25,15,084484 40991,CHS APPLE HOSPITAL GWALIOR,0,-1,0,"18, Road Kila Gate Road, near Sai Baba Mandir, Vikas Nagar, Dwarkapuri, Lashkar, Gwalior, Madhya Pradesh 474002, India",1619927455000,Private
377,Gwalior,-1,474005,Gwalior,8959906418,100,65,DR AKSHAY CHAUHAN,0,0,0751 240 5617,SARVADHARAM HOSPITAL GWALIOR,0,-1,0,"Surya Mandir Rd, Residency Rd, Mahaveer, Morar, Gwalior, Madhya Pradesh 474005, India",1619928210000,Government
378,Gwalior,-1,474006,Gwalior,8770606850,0,0,Dr Tapas,0,15,"8770606850, 8770606850",Shri Krishna Hospital Gwalior,0,-1,4,"Unnamed Road, Pawansut Colony, Morar, Gwalior, Madhya Pradesh 474006, India",1619927887000,Private
379,Gwalior,-1,474009,Gwalior,9560033023,0,0,Dr Prashant Agrwal,15,40,"9560033023, 9560033023",HOTEL THE GOLDAN VILLEGE ( LOTAS HOSPITAL ),5,-1,13,"Lalitpur Colony, Lashkar, Gwalior, Madhya Pradesh 474009, India",1619929357000,Private
380,Gwalior,-1,474009,Gwalior,7354005080,6,0,DR BHOOPENDRA RAJAWAT,6,3,", ",SHREE MULTI SPECIALITY HOSPITAL GWALIOR,0,-1,0,"J. A. Hospital Campus, Lashkar, Gwalior, Madhya Pradesh 474009, India",1619926297000,Private
381,Gwalior,-1,474007,Gwalior,8077558821,0,0,DR NAVIN SHUKLA,4,14,0751 400 8070,VAIBHAV MEMORIAL HOSPITAL,4,-1,6,"D-20, Vijay Nagar Extension, Basant Vihar Colony, Lashkar, Gwalior, Madhya Pradesh 474007, India",1619927161000,Private
382,Gwalior,-1,474001,Gwalior,7974355636,2,0,DR MUKESH TOMAR,5,0,098260 86697,LEELA HOSPITAL GWALIOR,5,-1,0,"Gwalior, Janak Ganj, Jiyaji Chowk, Gwalior, Madhya Pradesh 474001, India",1619921775000,Private
383,Gwalior,-1,474002,Gwalior,7000155651,21,14,Dr. Chandra Shekhar Jaiswal,0,19,"7000155651, 7000155651",ESI Hospital Gwalior - DCHC,0,-1,13,"Railway Colony, Gwalior, Madhya Pradesh 474002, India",1619927458000,Government
384,Gwalior,-1,474001,Gwalior,9339523533,0,0,Dr Bhupendra jatav,42,18,0751 292 0333,Link Hospital,0,-1,0,"PLOT NO.1 ,Green South Avenue ShivpriLink Road, opposite Sumedha Nissan Showroom, Gwalior, Madhya Pradesh 474001, India",1619928421000,Private
385,Gwalior,-1,474011,Gwalior,9039939007,0,0,DR ROHIT TOMAR,10,0,"9039939007, 9039939007",PANACEA HOSPITAL GWALIOR,6,-1,0,"near SBI chauraha, Industrial Area, Hazira, Tansen Nagar, Gwalior, Madhya Pradesh 474011, India",1619896557000,Private
386,Gwalior,-1,474002,Gwalior,9827285001,25,0,DR ALOK PANDEY,19,7,0751 402 4081,NAVJEEVAN HOSPITAL GWALIOR,0,-1,0,"Moti Mahal Rd, opp. Scindia Kanya Vidyalay, Basant Vihar Colony, Lashkar, Gwalior, Madhya Pradesh 474002, India",1619917449000,Private
387,Gwalior,-1,474011,Gwalior,8959487837,4,3,DR YOGENDRA POUNIKAR,6,9,091745 19698,AYUSH MULTISPECIALITY HOSPITAL GWALIOR,4,-1,0,"245, Kailash Vihar Main Rd, City Center, Tulsi Vihar Colony, Gwalior, Madhya Pradesh 474011, India",1619927404000,Private
388,Gwalior,-1,474011,Gwalior,7566232242,0,0,Dr Padamnabh Sharma,8,2,0751 234 0739,Chandra Hospital & Nursning Home Gwalior,0,-1,0,"Mayur Market, मयूर नगर, थाटीपुर, ग्‍वालियर, मध्य प्रदेश 474011, India",1619922721000,Private
389,Gwalior,-1,474002,Gwalior,7773008103,5,4,DR DEEPANKAR LAHARIYA,17,10,"7773008103, 7773008103",GALAV HOSPITAL GWALIOR,14,-1,6,"Basant Vihar Colony, Lashkar, Gwalior, Madhya Pradesh 474002, India",1619934994000,Private
390,Gwalior,-1,474002,Gwalior,8269570000,0,0,DR R PRASAD,0,4,"8269570000, 8369570000",PRASAD NURSING HOME HAZIRA GWALIOR,0,-1,0,"2, Tansen Rd, Gouspura, Tansen Nagar, Gwalior, Madhya Pradesh 474002, India",1619929000000,Private
391,Gwalior,-1,474009,Gwalior,9425756244,0,0,KAUSHLENDRA SINGH TOMAR,10,15,094257 56244,SUPER AYUSHMAN HOSPITAL,1,-1,8,"Jhansi Rd, in front of Police Station, Naka Chandrvadni, Vijaynagar, Gwalior, Madhya Pradesh 474009, India",1619926096000,Private
392,Gwalior,-1,474001,Gwalior,7748979179,0,0,DR ANIL SINGH,7,8,"7748979179, 7748979179",OM MULTISPECIALITY HOSPITAL GWALIOR,0,-1,2,"jyoti nagar near dwarikadhish mandir and ajk thana kumharpura, Rajeev Nagar, Gwalior, Madhya Pradesh 474001, India",1619928742000,Private
393,Gwalior,-1,474011,Gwalior,9685542224,5,0,KAYAM SINGH BAGHEL,7,3,094795 85434,BHARAT HOSPITAL GWALIOR,1,-1,1,"Viveknand Chowk, behind Punjab National Bank, Chambal Colony, Thatipur, Gwalior, Madhya Pradesh 474011, India",1619929743000,Private
394,Gwalior,-1,474011,Gwalior,9425755528,9,1,Dr Manish Shrivastav,4,11,0751 408 1504,SOHAM HOSPITAL AND RESEARCH CENTRE GWALIOR,0,-1,0,"Unnamed Road, Mayur Market, Mayur Nagar, Thatipur, Gwalior, Madhya Pradesh 474011, India",1619927536000,Private
395,Harda,-1,,Harda,9926419922,10,4,DR. M K CHOURE,0,10,"9503902291, 9826477447",GOVT. EXCELLENCE BOYS HOSTEL TIMARNI,0,-1,3,,1619924688000,Government
396,Harda,-1,461331,Harda,9911421449,6,0,DR VISHAL SINGH BAGHEL,0,30,083050 02054,"BAGHEL HOSPITAL AND RESEARCH CENTER , SHIVAM VATIKA ,HARDA",0,-1,0,"Shivam vatika, near collector office, Harda, Madhya Pradesh 461331, India",1619927482000,Private
397,Harda,-1,,Harda,9425044117,0,0,DR. KIRTI KUMAR PATNI,0,30,"8827780781, 9926501414",VEDARTH HOSPITAL INDORE ROAD HARDA,0,-1,0,,1619927571000,Private
398,Harda,-1,,Harda,7000536327,20,15,DR. TARUN CHOUDHARY,0,4,"9340984937, 9753445455",BALIKA CHHATRAVAS HANDIA,0,-1,0,,1619924595000,Government
399,Harda,-1,,Harda,9111012159,10,10,DR. HARSH PATEL,0,3,"6263271182, 9926362631",L.N. PALIWAL HIGHER SECONDRY SCHOOL,0,-1,0,,1619924816000,Government
400,Harda,-1,461331,Harda,9826065788,6,0,DR R B PATEL,0,35,"9926501414, 9826286399",BHAGVATI NURSING HOME INDORE ROAD HARDA,0,-1,0,"Tanki Road Sardar Vallabh Bhai, Patel Ward, Golapura, Harda, Madhya Pradesh 461331, India",1619927625000,Private
401,Harda,-1,461331,Harda,9098562377,50,35,DR. Sahid khan,0,0,"9826477447, 6261662082",KACHKADWA PATIDAR SAMAJ COVID CARE CENTER HARDA,0,-1,0,"Harda, Madhya Pradesh 461331, India",1619924770000,Government
402,Harda,-1,,Harda,9977360483,10,5,DR. ARJUN JAT,0,4,"9711129419, 9669595952",AADIVASHI CHHATRAVAS SIRALI,0,-1,0,,1619924451000,Government
403,Harda,-1,461331,Harda,9826477447,20,10,Dr. MANISH SHARMA,10,120,075772 25006,DH HARDA - DCHC,0,-1,1,"Chipaner Rd, Harda, Madhya Pradesh 461331, India",1619927536000,Government
404,Harda,-1,,Harda,7828796494,15,13,DR. NAVEEN CHOUDHARY,0,10,"8120208340, 8871885784","SENIOR GIRLS AADIWASI HOSTEL, ANAND NAGAR KHIRIKIYA",0,-1,1,,1619924870000,Government
405,Hoshangabad,-1,,Hoshangabad,9827243020,0,0,Dr Atul Setha,0,10,"9713210060, 9713210060",KESHAV HOSPITAL HOSHANGABAD (DCHC),0,-1,0,,1619920550000,Private
406,Hoshangabad,-1,,Hoshangabad,9425408757,0,0,Dr Rajesh Meena,0,105,"9827042655, 7694913634",CHC Pipariya (CCC),0,-1,24,,1619917555000,Government
407,Hoshangabad,-1,,Hoshangabad,8226093731,100,67,Dr Akshay Rraghuwanshi,0,0,"8770127840, 8770127840",Pawarkheda (CCC),0,-1,0,,1619917686000,Government
408,Hoshangabad,-1,,Hoshangabad,9479648662,0,0,Ranjeeta Malviya,0,24,"7223904330, 9691160521",DAYAL HOSPITAL ITARSI (DCHC),0,-1,2,,1619916953000,Private
409,Hoshangabad,-1,,Hoshangabad,7987381516,4,0,Dr Ravindra Gupta,3,4,", ",Vatsalya Hospital Itarsi (DCHC),0,-1,0,,1619926856000,Private
410,Hoshangabad,-1,,Hoshangabad,9539347263,0,0,Dr Apoorva Pandey,15,15,"9584308241, 9826730605",New Pandey Hospital Hoshangabad (DCHC),0,-1,0,,1619917481000,Private
411,Hoshangabad,-1,,Hoshangabad,9770736150,5,4,Dr. Bindhu Joseph,10,0,"9131917904, 9425041498",St. Joseph Hospital Hoshangabad (DCHC),0,-1,0,,1619923750000,Private
412,Hoshangabad,-1,,Hoshangabad,9479381799,6,1,Dr AS Sen CMO,0,6,"7033094959, 7649800039",Ordnance Factory Hospital Itarsi (DCHC),0,-1,0,,1619922458000,Government
413,Hoshangabad,-1,,Hoshangabad,9131582082,19,0,Dr Rohit,0,7,"9098483279, 9993633189",CHC Babai (CCC),0,-1,0,,1619929092000,Government
414,Hoshangabad,-1,,Hoshangabad,9827060696,0,0,Dr Sapan Goyal,0,10,", ",CHC Sukhtawa  (CCC),0,-1,10,,1619917634000,Government
415,Hoshangabad,-1,,Hoshangabad,9893864788,20,13,Dr Jagbandhan Parihar,0,20,"7415695688, 9009836303",CHC Bankhedi (CCC),0,-1,2,,1619917530000,Government
416,Hoshangabad,-1,,Hoshangabad,9827212116,6,0,Dr Shravan Kumar Malvi,8,41,"7879843508, 7879843501",Kamla Bai Prem Narayan Malvi Hospital Hoshangabad (DCHC),0,-1,0,,1619927048000,Private
417,Hoshangabad,-1,,Hoshangabad,8226093731,20,0,Dr. Dinesh Dehalwar,10,110,"9009124938, 9074459043",DH Hoshangabad  (DCHC),0,-1,17,,1619936153000,Government
418,Hoshangabad,-1,,Hoshangabad,9424017288,0,0,Dr. RK Choudhary,0,78,"9425077045, 8319692772",Dr. SPM CIVIL HOSPITAL  Itarsi (DCHC),0,-1,0,,1619919326000,Government
419,Hoshangabad,-1,,Hoshangabad,8718081083,0,0,Dr Jitendra Malviya,0,2,"8718081083, 8718081083",Security Paper mill hospital Hoshangabad (DCHC),0,-1,2,,1619927054000,Government
420,Hoshangabad,-1,,Hoshangabad,9827042655,10,7,Dr Rajesh Meena,0,0,"9407299639, 9407299639",PHC Dolaria Hoshangabad (CCC),0,-1,0,,1619928003000,Government
421,Hoshangabad,-1,,Hoshangabad,9300289177,0,0,Dr Rajesh Sharma,18,82,"9425666148, 9770284139","Narmada Apna Hospital, Hoshangabad (DCHC)",0,-1,7,,1619945360000,Private
422,Hoshangabad,-1,,Hoshangabad,9407383538,5,0,Manas Vyas,0,10,"9827015935, 7282067087",AMRIT HEART CARE Hoshangabad (DCHC),0,-1,0,,1619923091000,Private
423,Hoshangabad,-1,,Hoshangabad,9826263607,40,2,Dr Kanti Batam,0,35,"9754632173, 9425476029",CHC Seonimalwa (CCC),0,-1,14,,1619917577000,Government
424,Hoshangabad,-1,,Hoshangabad,9752416510,4,0,Dr Shivam Kulshrestha,0,4,"9752416510, 9752416510",Sub Divisional Railway Hospital Itarsi (DCHC),0,-1,0,,1619924659000,Government
425,Hoshangabad,-1,,Hoshangabad,7354924105,20,11,Dr Rekha Singh Gour,0,15,"9752657785, 9424731542",CHC Sohagpur (CCC),0,-1,0,,1619917602000,Government
426,Hoshangabad,-1,,Hoshangabad,7354284436,45,28,Dr Akshay Raghuwanshi,0,5,"9131939973, 9301888238","Gyanodaya (BTI), hoshangabad (CCC)",0,-1,0,,1619917713000,Government
427,Indore,-1,452018,Indore,7313538655,0,0,NA,10,5,099819 97097,SHRI GANESH HOSPITAL,0,-1,0,"304-305, The Mark, 20-A, Old Palasia, Saket Square, Ashirwad SBI Colony, Old Palasia, Indore, Madhya Pradesh 452018, India",1619942780000,Private
428,Indore,-1,,Indore,7415415358,0,0,NA,13,7,", ",C3 multi speciality hospital,0,-1,0,,1619942649000,Private
429,Indore,-1,452001,Indore,7312493911,0,0,DR. MANOJ KUMAR,6,58,0731 249 3911,"Suyash Hospital, Indore - DCHC",0,-1,0,"5, 1, AB Rd, opposite MGM Medical College, South Tukoganj, Indore, Madhya Pradesh 452001, India",1619941907000,Private
430,Indore,-1,452008,Indore,9893352411,26,0,MANOJ CHOUDHARY,19,15,0731 244 3400,DNS HOSPITAL,0,-1,0,"14, Anoop Nagar, LIG Square, AB Rd, Anoop Nagar, Indore, Madhya Pradesh 452008, India",1619944897000,Private
431,Jabalpur,-1,482002,Jabalpur,7049918767,0,0,DR. RITU NIKITA,30,110,095758 01200,SHALBY HOSPITAL,0,-1,0,"Plot No-5, Street No-5, Ahinsa Chowk, Kanchan Vihar, Vijay Nagar, Jabalpur, Madhya Pradesh 482002, India",1619941432000,Private
432,Indore,-1,452006,Indore,8827514522,12,2,NA,8,5,", ",FEEL HOSPITAL,0,-1,0,"NH47, Noorani Nagar, Indore, Madhya Pradesh 452006, India",1619942716000,Private
433,Indore,-1,453661,Indore,8109079346,29,12,NA,0,11,"8109079346, 8109079346",MANPUR HOSPITAL,0,-1,0,"Manpur, Madhya Pradesh 453661, India",1619946298000,Private
434,Indore,-1,452016,Indore,9993990028,8,0,Dr RIZWAN,5,27,099939 90026,PATEL HOSPITAL,0,-1,0,"328/2/4/1, dargah bypass link road, Pragati Vihar, Indore, Madhya Pradesh 452016, India",1619946190000,Private
435,Indore,-1,453771,Indore,8871111166,0,0,NA,10,10,093007 20720,SUNRISE HOSPITAL TALAWALI CHANDA,0,-1,0,"54, Panchvati Colony, Indore, Madhya Pradesh 453771, India",1619942032000,Private
436,Indore,-1,452010,Indore,9826095677,4,0,SHAURABH TIWARI,5,11,0731 244 4444,TIWARI HOSPITAL,0,-1,0,"Scheme No 78 part 2 Life Care Hospital Parisar, Scheme Number 78, Part II, Vijay Nagar, Indore, Madhya Pradesh 452010, India",1619945620000,Private
437,Indore,-1,452001,Indore,9826969099,0,0,Dr. Shailendra Jain,48,52,0731 252 7383,MRTB (DCH)  (GMC ),0,-1,0,"AB Rd, CRP Line, Indore, Madhya Pradesh 452001, India",1619939749000,Government
438,Indore,-1,452020,Indore,8817791966,8,0,SISTER MONIKA,12,30,075666 65297,St. FRANCIS HOSPITAL,0,-1,0,"Municipal area on By-pass Road, Near, Dev Guradia Rd, Pathar Mundla, Indore, Madhya Pradesh 452020, India",1619943664000,Private
439,Indore,-1,452002,Indore,9200157595,2,0,Dr AZHAR,0,8,0731 245 1020,ALNOOR HOSPITAL,0,-1,0,"320, Jawahar Marg, Nihalpura, Bartan Bazar, Indore, Madhya Pradesh 452002, India",1619945234000,Private
440,Indore,-1,452010,Indore,7223999635,10,0,Dr ARVIND,10,30,"7223999635, 7223999635",R K HOSPITAL,0,-1,0,"1 PRAKASH NAGAR SQUARE, Nemawar Rd, Navlakha, Prakash Nagar, Indore, Madhya Pradesh 452010, India",1619942398000,Private
441,Indore,-1,452010,Indore,9826057666,0,0,Dr BAPAT,10,2,098260 55666,BAPAT HOSPITAL,0,-1,0,"Bapat Square, Pandit Dindayal Upadhyay Nagar, Pandit Din Dayal Upadhyay Nagar, Sukhlia, Indore, Madhya Pradesh 452010, India",1619946247000,Private
442,Indore,-1,452010,Indore,7312444444,10,0,ASIM RAGINI MATHUR,8,18,094248 25000,LIFECARE HOSPITAL,0,-1,0,"Plot No.2, Scheme No 78 - II, Scheme Number 78, Part II, Vijay Nagar, Indore, Madhya Pradesh 452010, India",1619943585000,Private
443,Indore,-1,452012,Indore,9826598089,3,0,DR AJAY CHOUDHARY,4,8,0731 406 0704,INDRA MEMORIAL HOSPITAL,0,-1,0,"59-B, Rajendra Nagar Main Rd, near Railway Station, Rajendra Nagar, Indore, Madhya Pradesh 452012, India",1619945796000,Private
444,Indore,-1,452001,Indore,8871116078,7,0,NA,3,15,0731 249 4786,MAYANK HOSPITAL,0,-1,0,"11/1, Manorama Ganj, Indore, Madhya Pradesh 452001, India",1619940117000,Private
445,Indore,-1,452016,Indore,9826646461,11,0,Dr H K BIRLA,15,33,"9826646461, 9826646461",PHOENIX HOSPITAL,0,-1,0,"1A, 2A, Bicholi Hapsi Rd, near Jain Tample, Shukh Shanti Nagar, Indore, Madhya Pradesh 452016, India",1619945288000,Private
446,Indore,-1,452010,Indore,9893303929,7,0,NA,3,10,0731 257 0271,NAHAR HOSPITAL,0,-1,0,"M-35, Vijay Nagar Main Road, Pandit Dindayal Upadhyay Nagar, Sukhliya, Sector A, Chouraha, Indore, Madhya Pradesh 452010, India",1619943267000,Private
447,Indore,-1,452007,Indore,7312920757,15,15,Dr.ANUPAMA DAVE,322,38,"7312920757, 7312920757",MTH (DCH) (GMC),0,-1,20,"Mahatma Gandhi Rd, Siyaganj, Indore, Madhya Pradesh 452007, India",1619940840000,Government
448,Indore,-1,,Indore,9893466395,15,11,NA,0,8,", ",METRO HOSPITAL,0,-1,4,,1619942888000,Private
449,Indore,-1,452006,Indore,9977030333,5,0,DR ANSHUL,5,15,"9669680007, 8839582105",BANTHIYA HOSPITAL,0,-1,0,"10, Airport Rd, Ganga Colony, Tirupati Nagar, Indore, Madhya Pradesh 452006, India",1619942456000,Private
450,Jabalpur,-1,482002,Jabalpur,9425059496,20,0,Dr MUNDRA,7,15,"7314271600, 9425059496",MEDICARE HOSPITAL,0,-1,0,"Shatabdipuram Phase 1, Jabalpur, Madhya Pradesh 482002, India",1619943449000,Private
451,Indore,-1,452003,Indore,9425065865,1,0,SANJAY DHANUKA,25,14,"9425065865, 9425065865",EMINENT HOSPITAL,0,-1,0,"Opp.Badwani Plaza, Manoramaganj, Near Eureka Hospital, old palasiya, Ravindra Nagar, Indore, Madhya Pradesh 452003, India",1619944795000,Private
452,Indore,-1,452008,Indore,8395088183,0,0,Dr Vivek Dubey,21,25,0731 243 2719,"Getwell Hospital, Indore - DCHC",0,-1,0,"679/9, Nehru Nagar, Nehru Nagar, Near MIG Thana, Atal Dwar, Nehru Nagar, Indore, Madhya Pradesh 452008, India",1619943852000,Private
453,Indore,-1,452002,Indore,9425969553,12,0,NA,8,10,0731 261 8000,CHIRAU HOSPITAL,0,-1,0,"Janta, Sitaram Park Colony, Janta Colony, Sitaram Park Colony, Indore, Madhya Pradesh 452002, India",1619946735000,Private
